792,Turkey,,113,Rice,2009,3.2175,,14479,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,115,Barley,2009,2.35,,171550,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,116,Rye,2009,2.961,,10166.0013,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,117,Oats,2009,2.976,,6496,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1199.9,Other cereals n.e.,2009,2.7395,,899308,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1199.9,Other cereals n.e.,2009,2.952,,3411,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1212,Cabbages,2009,9.6519,,60167.1432,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1214,Lettuce and chicory,2009,9.6954,,42469.5936,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1215,Spinach,2009,9.5462,,21511.7111,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1221,Watermelons,2009,9.5284,,363050.1465,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1232,Cucumbers and gherkins,2009,8.8256,,153124.775,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1233,Eggplants (aubergines),2009,9.8167,,80117.6258,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1234,Tomatoes,2009,8.4791,,911125.898,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1235,"Pumpkins, squash and gourds",2009,9.6647,,29711.1268,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1239.01,Okra,2009,9.901,,3805.1544,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1242,"Peas, green",2009,11.6239,,11048.031,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1243,"Broad beans and horse beans, green",2009,9.7581,,58904.7634,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1243,"Broad beans and horse beans, green",2009,9.828,,4362.5554,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1251,Carrots and turnips,2009,8.7104,,51707.2812,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1252,Green garlic,2009,20.0247,,16647.3052,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1253.01,"Onions and shallots, green",2009,9.4829,,16051.8767,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2009,4.6265,,85571.4278,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1254,Leeks and other alliaceous vegetables,2009,9.203,,23110.648,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1290.9,"Other vegetables, fresh n.e.",2009,9.0028,,2236994.789,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1312,Bananas,2009,15.9051,,32529,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1315,Figs,2009,0.6562,,1603,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1321,Pomelos and grapefruits,2009,1.2521,,2391,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1322,Lemons and limes,2009,2.9934,,23456,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1323,Oranges,2009,6.9498,,117445,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1324,"Tangerines, mandarins, clementines",2009,4.8396,,40962,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1329,"Other citrus fruit, n.e.",2009,5.3459,,187843,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1330,Grapes,2009,5.7133,,243657,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1341,Apples,2009,6.6113,,183950,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1342.01,Pears,2009,7.2863,,27997,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1342.02,Quinces,2009,6.8727,,6617,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1343,Apricots,2009,1.5469,,10224,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1344.01,Sour cherries,2009,7.5714,,14591,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1345,Peaches and nectarines,2009,7.2272,,39549,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1346,Plums and sloes,2009,6.4669,,15895,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1349.1,Pome fruit n.e.,2009,5.5013,,9405,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1354,Strawberries,2009,6.7497,,19709,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1359.9,"Other fruits, n.e.",2009,7.4865,,14880,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1371,"Almonds, in shell",2009,2.422,,1328,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1373,"Chestnuts, in shell",2009,2.6893,,1659,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1374,"Hazelnuts, in shell",2009,0.3286,,1643,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1375,"Pistachios, in shell",2009,3.7949,,3104,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1376,"Walnuts, in shell",2009,2.8787,,5104,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.",2009,1.4705,,12876,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,141,Soya beans,2009,1.2356,,21468,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1445,Sunflower seed,2009,4.013,,42423,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1510,Potatoes,2009,2.9429,,130237,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1599.1,"Edible roots and tubers with high starch or inulin content, n.e., fresh",2009,9.8434,,15555.3566,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1620,tea leaves,2009,2.6009,,28697,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1651,"Pepper (Piper spp.), raw",2009,8.8617,,162789.2581,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1701,"Beans, dry",2009,3.1383,,5687,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1703,"Chick peas, dry",2009,2.0875,,11744,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1704,"Lentils, dry",2009,4.7456,,1288,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1704,"Lentils, dry",2009,2.9373,,8079,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1709.9,Pulses n.e.,2009,2.5584,,28176,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,111,Wheat,2008,2.835,,504120,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,111,Wheat,2008,4.65,3.7-5.6,,,,,Storage,8,,"Insects, Mold",,,Expert Opinion,Expert Opinion,Boxall,"https://books.google.it/books?id=7jOp38JvytAC&dq=Boxall+and+Gillett,+1982&source=gbs_navlinks_s"
792,Turkey,,111,Wheat,2008,3.7,3.7,,,,,Storage,8,,"Insects, Mold",,,Expert Opinion,-,Boxall,"https://books.google.it/books?id=7jOp38JvytAC&dq=Boxall+and+Gillett,+1982&source=gbs_navlinks_s"
792,Turkey,,111,Wheat,2008,2.835,,78870,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,112,Maize (corn),2008,2.91,,124373,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,113,Rice,2008,3.2175,,14543,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,115,Barley,2008,2.35,,139191,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,116,Rye,2008,2.961,,7299.48681,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,117,Oats,2008,2.976,,5836,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1199.9,Other cereals n.e.,2008,2.7481,,784135,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1199.9,Other cereals n.e.,2008,2.952,,3316,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1212,Cabbages,2008,9.6693,,57415.5408,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1214,Lettuce and chicory,2008,9.6435,,42396.9052,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1215,Spinach,2008,9.5567,,21573.7842,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1221,Watermelons,2008,9.7228,,389134.7305,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1232,Cucumbers and gherkins,2008,8.9052,,149854.76,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1233,Eggplants (aubergines),2008,9.7519,,79349.5082,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1234,Tomatoes,2008,8.6161,,946504.5575,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1235,"Pumpkins, squash and gourds",2008,9.6444,,26951.4372,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1239.01,Okra,2008,9.7517,,3661.0656,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1242,"Peas, green",2008,10.9628,,9738.058,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1243,"Broad beans and horse beans, green",2008,9.7613,,54961.3768,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1243,"Broad beans and horse beans, green",2008,9.7427,,4178.161,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1251,Carrots and turnips,2008,8.9201,,52765.6702,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1252,Green garlic,2008,19.9746,,16193.446,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1253.01,"Onions and shallots, green",2008,9.1408,,15376.8871,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2008,4.3542,,87393.2522,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1254,Leeks and other alliaceous vegetables,2008,9.1219,,23013.2994,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1290.9,"Other vegetables, fresh n.e.",2008,9.0868,,2283526.716,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1312,Bananas,2008,14.5736,,29310,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1315,Figs,2008,1.0324,,2117,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1321,Pomelos and grapefruits,2008,1.5736,,2640,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1322,Lemons and limes,2008,3.4422,,23147,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1323,Oranges,2008,6.5665,,93715,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1324,"Tangerines, mandarins, clementines",2008,3.9297,,29727,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1329,"Other citrus fruit, n.e.",2008,5.0402,,152565,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1330,Grapes,2008,5.2333,,205062,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1341,Apples,2008,6.863,,171884,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1342.01,Pears,2008,7.3447,,26109,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1343,Apricots,2008,2.4083,,18076,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1344.01,Sour cherries,2008,7.6147,,14120,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1345,Peaches and nectarines,2008,7.0973,,39170,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1346,Plums and sloes,2008,6.5615,,16321,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1349.1,Pome fruit n.e.,2008,6.0184,,7689,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1354,Strawberries,2008,6.8557,,17899,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1359.9,"Other fruits, n.e.",2008,7.5164,,14226,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1371,"Almonds, in shell",2008,2.3553,,1243,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1373,"Chestnuts, in shell",2008,2.6453,,1465,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1374,"Hazelnuts, in shell",2008,0.2016,,1614,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1375,"Pistachios, in shell",2008,3.7622,,4519,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1376,"Walnuts, in shell",2008,2.78,,4751,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.",2008,1.1553,,13863,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,141,Soya beans,2008,1.2238,,14383,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1445,Sunflower seed,2008,4.2575,,42234,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1510,Potatoes,2008,2.9313,,123854,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Cereals and Other Crop Products"", 2000/'01-2016/'17 TURKEYSTAT",
792,Turkey,,1599.1,"Edible roots and tubers with high starch or inulin content, n.e., fresh",2008,9.8442,,15934.046,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
792,Turkey,,1620,tea leaves,2008,2.5734,,28314,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop Products Balance Sheets; ""Fruits, nuts and beverage crops"" 2000/'01-2016/'18",
792,Turkey,,1651,"Pepper (Piper spp.), raw",2008,8.7883,,157853.0564,,,,WholeSupplyChain,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,"Crop products balance sheets; ""Vegetables"" 2000/'01-2016/'17",
